season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,distribution__passes_accuracy,distribution__passes_attempted,distribution__passes_completed,distribution__ball_possession,distribution__cross_accuruacy,distribution__cross_attempted,distribution__cross_completed,distribution__free_kick,distribution__matches_appearance
2015,50051,RMA,Real Madrid,Real Madrid,Spain,España,90.0,6795,6120,56.0,,333.0,83,126.0,12
2015,50037,BAY,Bayern München,Bayern München,Germany,Alemania,88.0,8027,7244,,,255.0,81,142.0,12
2015,50080,BAR,Barcelona,Barcelona,Spain,España,,8419,7606,,,195.0,40,163.0,13
2015,50139,JUV,Juventus,Juventus,Italy,Italia,86.0,6442,5680,,,244.0,57,155.0,13
2015,52747,PSG,Paris,Paris,France,Francia,,5367,4867,,,203.0,52,91.0,10
2015,50064,POR,Porto,Porto,Portugal,Portugal,,4984,4393,56.0,,160.0,34,132.0,10
2015,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,4249,3839,,,159.0,43,77.0,8
2015,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,4145,3688,,,140.0,29,57.0,8
2015,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,4032,3498,,,150.0,32,62.0,8
2015,52919,MCI,Man City,Man City,England,Inglaterra,,4004,3523,,,140.0,26,69.0,8
2015,57388,SCH,Schalke,Schalke,Germany,Alemania,,3787,3411,,,164.0,31,66.0,8
2015,50023,MON,Monaco,Monaco,France,Francia,,3356,2768,,,193.0,38,79.0,10
2015,50124,ATM,Atleti,Atleti,Spain,España,,3329,2771,,,266.0,73,86.0,10
2015,59856,BSL,Basel,Basel,Switzerland,Suiza,,3303,2842,,,107.0,22,69.0,8
2015,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3183,2766,,,105.0,26,77.0,8
2015,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,3177,2875,,,108.0,22,62.0,6
2015,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,3122,2443,,,116.0,27,44.0,8
2015,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,2878,2530,,,111.0,24,44.0,6
2015,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,2866,2544,,,140.0,29,71.0,6
2015,50137,ROM,Roma,Roma,Italy,Italia,,2858,2562,48.0,,62.0,10,52.0,6
2015,52826,ZEN,Zenit,Zenit,Russia,Rusia,,2650,2216,,,86.0,16,66.0,6
2015,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,,2528,2213,,,119.0,20,67.0,6
2015,50125,ATH,Athletic Club,Athletic Club,Spain,España,,2407,1956,,,135.0,24,65.0,6
2015,50147,BEN,Benfica,Benfica,Portugal,Portugal,,2355,1885,,,111.0,35,83.0,6
2015,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,2316,2031,49.0,,140.0,33,65.0,6
2015,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,2254,1908,,,68.0,14,46.0,6
2015,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,2201,1937,48.0,,119.0,24,58.0,6
2015,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,,2114,1822,,,73.0,13,49.0,6
2015,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,2020,1753,,,111.0,23,41.0,6
2015,50152,MAL,Malmö,Malmö,Sweden,Suecia,,1870,1576,,,92.0,23,46.0,6
2015,50118,APO,APOEL,APOEL,Cyprus,Chipre,,1782,1470,,,71.0,12,37.0,6
2015,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,,1640,1264,,,61.0,14,34.0,6
2016,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,8887,8099,,,320.0,81,153.0,12
2016,52747,PSG,Paris,Paris,France,Francia,,7215,6551,,,212.0,59,149.0,10
2016,50051,RMA,Real Madrid,Real Madrid,Spain,España,,8105,7298,,,286.0,72,179.0,13
2016,50080,BAR,Barcelona,Barcelona,Spain,España,,7157,6381,,,151.0,38,162.0,10
2016,50064,POR,Porto,Porto,Portugal,Portugal,,2971,2567,,,106.0,28,89.0,6
2016,52682,MUN,Man Utd,Man Utd,England,Inglaterra,87.0,3513,3081,60.0,,134.0,33,65.0,6
2016,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3282,2879,,,127.0,33,84.0,6
2016,50139,JUV,Juventus,Juventus,Italy,Italia,,3214,2806,,,132.0,35,128.0,8
2016,5312,LYO,Lyon,Lyon,France,Francia,,3006,2604,,,133.0,24,99.0,6
2016,52919,MCI,Man City,Man City,England,Inglaterra,,5756,4968,,,203.0,52,150.0,12
2016,52714,SEV,Sevilla,Sevilla,Spain,España,,2948,2525,,,163.0,31,74.0,6
2016,52914,CHE,Chelsea,Chelsea,England,Inglaterra,85.0,3582,3068,49.0,,129.0,25,139.0,8
2016,4608,GNT,Gent,Gent,Belgium,Bélgica,,3868,3284,,,139.0,38,135.0,8
2016,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,3732,3178,,,131.0,17,122.0,8
2016,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,,4672,3977,,,162.0,43,136.0,10
2016,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,,2937,2492,48.0,,48.0,8,55.0,6
2016,50062,PSV,PSV,PSV,Netherlands,Holanda,,3472,2901,,,111.0,21,82.0,8
2016,52268,VAL,Valencia,Valencia,Spain,España,,2785,2356,,,167.0,39,112.0,6
2016,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,83.0,2309,1926,,,66.0,19,87.0,6
2016,50137,ROM,Roma,Roma,Italy,Italia,,3145,2619,,,145.0,24,115.0,8
2016,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,2856,2335,,,81.0,24,72.0,6
2016,52826,ZEN,Zenit,Zenit,Russia,Rusia,,2911,2422,,,109.0,26,132.0,8
2016,50124,ATM,Atleti,Atleti,Spain,España,,6086,5126,,,278.0,65,178.0,13
2016,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,3530,2981,,,135.0,40,84.0,8
2016,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,2003,1600,43.0,,108.0,18,82.0,6
2016,50147,BEN,Benfica,Benfica,Portugal,Portugal,,4511,3741,,,159.0,30,170.0,10
2016,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,81.0,2826,2339,,,94.0,23,71.0,6
2016,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,2205,1799,,,77.0,13,63.0,6
2016,2600605,AST,Astana,Astana,Kazakhstan,Kazajstán,,2108,1667,43.0,,81.0,25,61.0,6
2016,50152,MAL,Malmö,Malmö,Sweden,Suecia,,1963,1522,,,61.0,10,71.0,6
2016,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,2399,1911,,,55.0,12,100.0,6
2016,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,71.0,1813,1311,,,39.0,6,66.0,6
2017,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,7209,6568,,,262.0,71,82.0,10
2017,50080,BAR,Barcelona,Barcelona,Spain,España,,6692,5974,,,167.0,35,127.0,10
2017,50051,RMA,Real Madrid,Real Madrid,Spain,España,,7692,6838,,,299.0,83,175.0,13
2017,52747,PSG,Paris,Paris,France,Francia,,4693,4201,54.0,,151.0,36,98.0,8
2017,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,6294,5534,,,175.0,38,108.0,10
2017,50136,NAP,Napoli,Napoli,Italy,Italia,,4735,4161,,,168.0,31,104.0,8
2017,5312,LYO,Lyon,Lyon,France,Francia,,3056,2691,,,117.0,23,51.0,6
2017,52919,MCI,Man City,Man City,England,Inglaterra,,4338,3805,,,142.0,26,97.0,8
2017,50139,JUV,Juventus,Juventus,Italy,Italia,,7112,6246,,,255.0,76,172.0,13
2017,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,4320,3759,,,111.0,32,76.0,8
2017,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,86.0,2806,2421,,,64.0,13,102.0,6
2017,50062,PSV,PSV,PSV,Netherlands,Holanda,86.0,2693,2323,46.0,,95.0,24,38.0,6
2017,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,2877,2480,,,107.0,18,86.0,6
2017,52714,SEV,Sevilla,Sevilla,Spain,España,,4404,3830,,,159.0,27,90.0,8
2017,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,2785,2374,50.0,,102.0,21,65.0,6
2017,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,85.0,2953,2521,,,115.0,37,75.0,6
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,85.0,2781,2377,,,56.0,12,59.0,6
2017,1652,TOT,Tottenham,Tottenham,England,Inglaterra,,3589,3061,,,122.0,31,52.0,6
2017,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,84.0,2628,2219,,,93.0,21,61.0,6
2017,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,,2958,2480,,,115.0,38,64.0,6
2017,50064,POR,Porto,Porto,Portugal,Portugal,,3718,3146,,,156.0,30,94.0,8
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,,2666,2218,,,56.0,9,46.0,6
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,83.0,2570,2144,43.0,,122.0,27,62.0,6
2017,50147,BEN,Benfica,Benfica,Portugal,Portugal,,3392,2819,,,102.0,21,77.0,8
2017,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,,2284,1890,,,82.0,18,63.0,6
2017,50124,ATM,Atleti,Atleti,Spain,España,,5794,4816,,,208.0,45,80.0,12
2017,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,80.0,1949,1570,36.0,,55.0,11,60.0,6
2017,50023,MON,Monaco,Monaco,France,Francia,,4801,3874,,,279.0,61,127.0,12
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,3731,2935,,,125.0,20,65.0,8
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,2233,1696,,,71.0,17,44.0,6
2017,53577,LEI,Leicester,Leicester,England,Inglaterra,,3403,2584,,,157.0,24,43.0,10
2017,64500,ROS,Rostov,Rostov,Russia,Rusia,71.0,1812,1312,36.0,,41.0,8,32.0,6
2018,52919,MCI,Man City,Man City,England,Inglaterra,,7852,7043,,,159.0,39,113.0,10
2018,52747,PSG,Paris,Paris,France,Francia,,4872,4372,,,127.0,21,117.0,8
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,,8108,7253,,,333.0,82,179.0,13
2018,50080,BAR,Barcelona,Barcelona,Spain,España,,7077,6319,61.0,,130.0,23,157.0,10
2018,50136,NAP,Napoli,Napoli,Italy,Italia,,3668,3222,,,117.0,22,89.0,6
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,7171,6276,,,376.0,97,170.0,12
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,3774,3317,,,132.0,30,78.0,6
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,,2922,2557,,,51.0,13,75.0,6
2018,50124,ATM,Atleti,Atleti,Spain,España,86.0,3085,2653,,,125.0,31,74.0,6
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3974,3412,,,95.0,26,130.0,8
2018,50139,JUV,Juventus,Juventus,Italy,Italia,,5067,4389,,,162.0,44,158.0,10
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,3986,3433,47.0,,112.0,28,86.0,8
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,4723,4053,55.0,,140.0,34,92.0,8
2018,52714,SEV,Sevilla,Sevilla,Spain,España,,6056,5179,,,201.0,38,141.0,10
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,,3399,2905,,,134.0,29,107.0,6
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,,4021,3438,,,141.0,30,109.0,8
2018,50137,ROM,Roma,Roma,Italy,Italia,,5856,4949,,,254.0,69,186.0,12
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,2829,2401,47.0,,85.0,18,80.0,6
2018,60609,QAR,Qarabağ,Qarabağ,Azerbaijan,Azerbaiyán,,2794,2354,46.0,,37.0,8,76.0,6
2018,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,,2219,1833,,,58.0,19,68.0,6
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,6847,5741,,,239.0,53,165.0,13
2018,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,2441,2000,,,72.0,19,102.0,6
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,,3043,2449,54.0,,105.0,15,96.0,6
2018,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,2809,2336,,,89.0,27,74.0,6
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,2299,1876,,,83.0,14,88.0,6
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,,2473,2000,,,80.0,11,94.0,6
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,2649,2111,,,60.0,21,77.0,6
2018,50064,POR,Porto,Porto,Portugal,Portugal,,3351,2677,,,120.0,37,110.0,8
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,3329,2657,,,129.0,26,141.0,8
2018,50118,APO,APOEL,APOEL,Cyprus,Chipre,78.0,1885,1485,,,54.0,16,84.0,6
2018,59856,BSL,Basel,Basel,Switzerland,Suiza,,2988,2314,,,83.0,18,96.0,8
2018,50023,MON,Monaco,Monaco,France,Francia,,2412,1866,,,140.0,30,101.0,6
2019,52919,MCI,Man City,Man City,England,Inglaterra,,6554,5907,,,171.0,46,77.0,10
2019,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,5805,5231,,,108.0,25,75.0,8
2019,52747,PSG,Paris,Paris,France,Francia,,4913,4372,,,124.0,26,111.0,8
2019,50080,BAR,Barcelona,Barcelona,Spain,España,,8336,7403,,,135.0,21,171.0,12
2019,50051,RMA,Real Madrid,Real Madrid,Spain,España,,5301,4648,,,202.0,41,93.0,8
2019,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,4751,4146,57.0,,149.0,34,79.0,8
2019,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3082,2669,,,61.0,14,85.0,6
2019,50139,JUV,Juventus,Juventus,Italy,Italia,86.0,5400,4676,,,224.0,58,122.0,10
2019,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,4680,4026,,,172.0,29,89.0,10
2019,50136,NAP,Napoli,Napoli,Italy,Italia,,3998,3415,54.0,,110.0,28,69.0,6
2019,52268,VAL,Valencia,Valencia,Spain,España,,2874,2430,50.0,,97.0,25,102.0,6
2019,5312,LYO,Lyon,Lyon,France,Francia,,3732,3167,,,88.0,19,96.0,8
2019,50023,MON,Monaco,Monaco,France,Francia,,2842,2397,,,107.0,19,69.0,6
2019,1652,TOT,Tottenham,Tottenham,England,Inglaterra,,6651,5601,,,255.0,71,128.0,13
2019,2600431,HOF,Hoffenheim,Hoffenheim,Germany,Alemania,,2565,2145,,,110.0,29,51.0,6
2019,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,2853,2382,,,102.0,17,80.0,6
2019,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,6159,5110,,,163.0,43,117.0,12
2019,50137,ROM,Roma,Roma,Italy,Italia,,3853,3220,,,145.0,39,79.0,8
2019,50138,INT,Inter,Inter,Italy,Italia,,2926,2420,,,124.0,36,77.0,6
2019,50147,BEN,Benfica,Benfica,Portugal,Portugal,,2642,2176,44.0,,87.0,24,59.0,6
2019,50124,ATM,Atleti,Atleti,Spain,España,,4025,3340,,,136.0,29,61.0,8
2019,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,,2548,2086,41.0,,87.0,19,46.0,6
2019,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,,2439,1974,,,115.0,23,63.0,6
2019,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,2516,2035,,,83.0,13,51.0,6
2019,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,6833,5538,,,255.0,63,134.0,13
2019,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,,2282,1849,,,68.0,14,56.0,6
2019,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,,2243,1788,41.0,,84.0,25,75.0,6
2019,50064,POR,Porto,Porto,Portugal,Portugal,,4633,3720,,,186.0,45,136.0,10
2019,57388,SCH,Schalke,Schalke,Germany,Alemania,,3006,2395,,,120.0,27,69.0,8
2019,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,,2476,1916,,,66.0,14,62.0,6
2019,50062,PSV,PSV,PSV,Netherlands,Holanda,,1931,1465,,,78.0,18,42.0,6
2019,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,,1948,1458,,,66.0,11,60.0,6
2020,50080,BAR,Barcelona,Barcelona,Spain,España,,5880,5200,,,77.0,18,151.0,9
2020,52919,MCI,Man City,Man City,England,Inglaterra,88.0,6205,5473,,,162.0,33,93.0,9
2020,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,7311,6405,,,246.0,62,127.0,11
2020,50139,JUV,Juventus,Juventus,Italy,Italia,,5203,4560,,,173.0,33,133.0,8
2020,50051,RMA,Real Madrid,Real Madrid,Spain,España,,5152,4481,,,103.0,22,108.0,8
2020,52747,PSG,Paris,Paris,France,Francia,,6472,5627,,,97.0,19,214.0,11
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3265,2812,,,53.0,7,118.0,6
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,4869,4170,,,81.0,22,105.0,8
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,3998,3421,,,138.0,26,78.0,6
2020,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,6064,5134,,,215.0,51,102.0,8
2020,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,,6167,5229,,,202.0,53,122.0,10
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,4118,3483,,,168.0,50,90.0,8
2020,50136,NAP,Napoli,Napoli,Italy,Italia,,4061,3438,,,124.0,29,109.0,8
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,,4129,3431,,,124.0,33,129.0,9
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,,3058,2536,,,97.0,17,84.0,6
2020,50138,INT,Inter,Inter,Italy,Italia,,2759,2279,,,59.0,15,98.0,6
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,,4192,3480,,,109.0,25,111.0,8
2020,52268,VAL,Valencia,Valencia,Spain,España,,3663,3001,,,123.0,30,175.0,8
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,,3030,2450,,,93.0,27,76.0,6
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,3192,2575,53.0,,84.0,19,81.0,6
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,80.0,2456,1984,,,89.0,33,87.0,6
2020,5312,LYO,Lyon,Lyon,France,Francia,,4536,3645,,,171.0,31,130.0,10
2020,50124,ATM,Atleti,Atleti,Spain,España,,4259,3437,,,151.0,27,135.0,9
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,2913,2311,,,65.0,13,93.0,6
2020,75797,LIL,Lille,Lille,France,Francia,,2462,1951,,,100.0,21,65.0,6
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,,2445,1921,,,87.0,21,73.0,6
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,,2404,1876,,,92.0,26,67.0,6
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,,2652,2040,,,74.0,19,47.0,6
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,,2132,1656,,,65.0,19,89.0,6
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,,2376,1815,,,104.0,24,92.0,6
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,,2027,1529,,,51.0,11,95.0,6
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,2027,1481,,,51.0,8,77.0,6
2021,50080,BAR,Barcelona,Barcelona,Spain,España,91.0,6136,5581,,,99.0,23,108.0,8
2021,52919,MCI,Man City,Man City,England,Inglaterra,,9141,8168,,,213.0,40,127.0,13
2021,50139,JUV,Juventus,Juventus,Italy,Italia,88.0,5166,4545,,,157.0,53,101.0,8
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,,8092,7113,,,207.0,55,153.0,12
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,86.0,6242,5377,,,214.0,45,149.0,10
2021,52714,SEV,Sevilla,Sevilla,Spain,España,,4843,4168,,,194.0,49,132.0,8
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3085,2639,,,32.0,3,99.0,6
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,2903,2485,,,71.0,23,74.0,6
2021,52747,PSG,Paris,Paris,France,Francia,,5998,5151,,,158.0,26,196.0,12
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,85.0,5834,5034,,,118.0,26,111.0,10
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,7155,6101,51.0,,170.0,33,164.0,13
2021,50138,INT,Inter,Inter,Italy,Italia,,3266,2770,,,128.0,40,64.0,6
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,,3075,2609,,,66.0,6,92.0,6
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,,3880,3261,,,87.0,23,82.0,8
2021,52748,MAR,Marseille,Marseille,France,Francia,,3066,2568,,,82.0,22,97.0,6
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,3091,2590,,,113.0,28,88.0,6
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,83.0,3933,3282,,,112.0,31,106.0,8
2021,55031,REN,Rennes,Rennes,France,Francia,,3017,2499,,,113.0,29,76.0,6
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,,2938,2409,47.0,,103.0,23,66.0,6
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,2967,2427,,,90.0,20,79.0,6
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,5718,4667,,,160.0,37,122.0,10
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,,3216,2628,,,92.0,16,72.0,6
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,,4283,3470,,,139.0,44,132.0,8
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,3316,2674,,,96.0,17,93.0,6
2021,50124,ATM,Atleti,Atleti,Spain,España,,4019,3240,48.0,,148.0,26,107.0,8
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,80.0,2668,2138,45.0,,85.0,20,76.0,6
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,,3923,3157,,,120.0,30,126.0,8
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,,2889,2230,,,99.0,22,85.0,6
2021,50064,POR,Porto,Porto,Portugal,Portugal,,3791,2937,,,127.0,34,192.0,10
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,,2243,1717,,,59.0,13,101.0,6
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,75.0,2306,1738,,,69.0,12,102.0,6
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,,2472,1816,,,94.0,22,91.0,6
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3619,3281,,,68.0,16,71.0,6
2022,52919,MCI,Man City,Man City,England,Inglaterra,,7579,6837,,,225.0,53,147.0,12
2022,52747,PSG,Paris,Paris,France,Francia,90.0,4631,4177,,,71.0,14,120.0,8
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,6382,5694,,,224.0,68,110.0,10
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,6286,5581,,,211.0,58,115.0,10
2022,50080,BAR,Barcelona,Barcelona,Spain,España,,3533,3103,,,119.0,30,85.0,6
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,4611,4047,,,161.0,54,94.0,8
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,,7550,6628,,,194.0,47,182.0,13
2022,50139,JUV,Juventus,Juventus,Italy,Italia,,4223,3729,,,130.0,32,86.0,8
2022,50138,INT,Inter,Inter,Italy,Italia,,3985,3466,,,188.0,60,94.0,8
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,,2758,2387,,,124.0,41,71.0,6
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,8068,6997,,,271.0,68,170.0,13
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,4178,3581,,,125.0,30,109.0,8
2022,52714,SEV,Sevilla,Sevilla,Spain,España,,3207,2731,,,155.0,40,104.0,6
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,84.0,3187,2718,51.0,,95.0,22,61.0,6
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,2493,2083,43.0,,60.0,13,89.0,6
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,,2707,2245,49.0,,131.0,33,55.0,6
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,,2671,2205,,,103.0,29,92.0,6
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,82.0,2972,2445,,,104.0,31,89.0,6
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,3091,2522,,,85.0,22,151.0,8
2022,50058,MIL,Milan,Milan,Italy,Italia,81.0,2435,1987,,,90.0,31,98.0,6
2022,70691,VIL,Villarreal,Villarreal,Spain,España,,4794,3943,,,116.0,39,163.0,12
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,,3724,3028,,,118.0,37,175.0,10
2022,75797,LIL,Lille,Lille,France,Francia,,3348,2694,,,111.0,30,126.0,8
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,80.0,2510,2051,,,78.0,21,79.0,6
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,,2209,1771,,,51.0,12,78.0,6
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,78.0,2232,1744,,,95.0,17,73.0,6
2022,50064,POR,Porto,Porto,Portugal,Portugal,,2313,1811,,,90.0,27,101.0,6
2022,50124,ATM,Atleti,Atleti,Spain,España,,3650,2868,,,119.0,27,130.0,10
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,,1683,1314,,,71.0,22,61.0,6
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,,2251,1742,,,74.0,20,85.0,6
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,,3022,2294,,,112.0,18,100.0,8
2023,52919,MCI,Man City,Man City,England,Inglaterra,,8299,7519,,,242.0,64,138.0,13
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,,7201,6491,,,166.0,37,144.0,12
2023,52747,PSG,Paris,Paris,France,Francia,,4976,4479,,,92.0,18,143.0,8
2023,50080,BAR,Barcelona,Barcelona,Spain,España,,3800,3390,,,156.0,40,95.0,6
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,5756,5094,,,121.0,32,115.0,10
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,,2946,2583,,,114.0,26,48.0,6
